itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1011323,あり,なし,なし,なし,ストラップ調節可,吸水速乾加工,生地：程よい伸縮性あり（全方向）,,,※S・MはB～Cカップ対応、SG・MGはD～Eカップ対応,,,,,
