itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1015244,クッションワイヤー,なし,なし,※ホック2個どめ（D75・E70・E75・Fカップは3個どめ）3段階調節,取り外し不可,,,,,,,,,,
