itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1022220,なし,なし,なし,フロントホック,取り外し不可,,,,,B～Cカップ対応,,,,,
