itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1022612,なし,パッド入りブラ,なし,1個どめ,取り外し不可,,,,,M・LはB～Cカップ対応、MG・LGはD～Eカップ対応,,◎商品により柄の見え方が異なる場合があります。,,,
