itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1022061,なし,なし,なし,なし,取り外し不可・バッククロスとしても着用可,,,,,S・M・LはB～Cカップ対応、SG・MG・LGはD～Eカップ対応,,,,,
