itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1021763,なし,なし,なし,1個どめ3段階調節,取り外し不可,,,,,S・MはB～Cカップ対応、SG・MGはD～Eカップ対応,,,,,
