itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1014680,なし,なし,なし,※ホック1個どめ（Eカップは2個どめ）3段階調節,取り外し不可,,,,,,,,,,
