itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1021834,あり,なし,あり,なし,取り外し可,,,,,S・MはB～Cカップ対応、SG・MGはD～Eカップ対応,,,,,
