itemCode,wire,pad,bone,hook,strap,function1,function2,function3,function4,sizeInfo,setInfo,note1,note2,note3,note4
1022491,なし,パッド内蔵,なし,1個どめ3段階調節,取り外し不可,,,,,M・LはB～Cカップ対応、MG・LGはD～Eカップ対応,,,,,
